BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,12000,650,1,"Baishnabghata Patuli Township, Patuli",1,1,Family,2
3,30000,2000,1,Behala,1,2,Bachelors/Family,2
3,15000,1068,1,Bansdroni,1,2,Bachelors/Family,2
1,7500,150,1,Salt Lake City,1,2,Bachelors/Family,1
1,7500,450,2,New Town,1,1,Bachelors,1
2,5000,800,2,Baruipur,1,1,Bachelors/Family,1
2,15000,1000,1,Bansdroni,1,1,Bachelors/Family,2
2,11000,900,1,Pancha Sayar,1,2,Bachelors,1
1,7000,600,2,Behala,1,1,Bachelors/Family,1
2,6000,1200,1,Hooghly-Chinsurah,1,1,Bachelors/Family,1
2,6000,1200,1,Hooghly-Chinsurah,1,2,Bachelors,2
2,7000,650,1,"Amtala, Diamond Harbour Road",1,2,Bachelors/Family,2
2,8500,720,2,"Shrachi Village, Madhyam Gram",1,2,Bachelors/Family,2
1,5000,300,2,Kasba,1,1,Bachelors,1
3,30000,1200,2,VIP Road Haldiram,1,1,Bachelors/Family,3
2,10000,700,2,Sarsuna,1,1,Bachelors/Family,2
3,30000,2000,1,Naihati,1,2,Bachelors/Family,2
1,3500,250,1,Baksara,1,2,Bachelors/Family,1
2,8000,1100,2,Naihati,1,1,Bachelors,1
1,5000,300,2,Kasba,1,1,Bachelors/Family,1
2,7500,600,1,"Amtala, Diamond Harbour Road",1,2,Bachelors/Family,1
2,6500,800,2,"Chak Thakurani, Thakurpukur",1,1,Bachelors/Family,1
1,7500,680,1,Jadavpur,1,1,Bachelors/Family,1
1,7500,680,1,Jadavpur,1,1,Bachelors/Family,1
2,16000,850,2,Salt Lake City Sector 1,1,2,Bachelors,1
2,16000,850,2,Salt Lake City Sector 1,1,2,Bachelors,1
2,6500,700,1,Bandel,1,1,Bachelors,1
3,40000,1500,1,Beliaghata,1,1,Bachelors/Family,2
2,12500,950,1,"Magnolia Prestige, Rajarhat",1,2,Bachelors/Family,2
2,5500,500,1,"Baishnabghata Patuli Township, Patuli",1,1,Bachelors/Family,1
1,5000,450,2,"Dum Dum Heights, Jessore Road",1,2,Bachelors/Family,1
2,6500,700,1,Sonarpur,1,1,Bachelors,1
1,8000,500,1,Lake Town,1,1,Bachelors/Family,1
3,14500,1800,1,Belghoria,1,2,Bachelors/Family,2
1,8200,500,2,"Rabindra Pally, Keshtopur",1,2,Bachelors/Family,1
2,15000,480,2,shukhobrishti,1,2,Bachelors/Family,2
2,6700,800,1,"Baishnavghata patuli , house number s-300 Kolkata 700094",1,2,Bachelors/Family,1
1,10000,435,1,Kasba,1,1,Bachelors/Family,1
2,7000,700,2,Dum Dum Metro,1,2,Bachelors/Family,2
2,22000,800,1,"Hazra, Kalighat",1,2,Bachelors/Family,1
2,6500,450,1,Ajoy Nagar,1,1,Bachelors/Family,1
2,8500,550,2,Kasba -East,1,2,Bachelors/Family,1
2,18000,800,2,Salt Lake City,1,1,Bachelors,2
2,12000,550,2,Baghajatin,1,2,Family,2
1,9000,600,1,Behala,1,2,Bachelors/Family,1
1,6000,500,1,"New Garia, Garia",1,1,Bachelors/Family,1
2,20000,1000,1,Anandapur,1,2,Bachelors/Family,2
1,5000,300,2,Dum Dum Metro,1,1,Bachelors/Family,1
2,12000,1200,1,Boral,1,2,Bachelors/Family,2
2,10000,500,2,"Rabindra Pally, Keshtopur",1,2,Bachelors/Family,1
4,18000,1200,1,Bagbazar,1,1,Family,2
2,15000,900,2,Salt Lake City Sector 1,1,2,Bachelors/Family,2
3,22000,1300,2,Salt Lake City Sector 2,1,1,Bachelors/Family,3
4,35000,1600,2,Salt Lake City Sector 3,1,1,Bachelors/Family,3
3,21000,1450,1,Ajoy Nagar,1,1,Family,2
2,25000,1100,1,"Action Area 1, Rajarhat Newtown",1,2,Bachelors,2
2,180000,950,2,"Avenue S, Santoshpur",1,1,Bachelors/Family,2
1,6000,600,2,Pratiraksha Nagar,1,1,Bachelors/Family,1
2,14000,700,2,"Kudghat, Ashok Nagar",1,1,Bachelors/Family,2
3,8000,750,1,"Sakher Bazar, Purba Barisha",1,1,Family,1
2,8000,1000,1,"Purbasan, Thakurpukur",1,1,Bachelors/Family,1
1,6000,220,1,"Bidhan Pally, Bansdroni",1,2,Bachelors/Family,1
1,8000,300,2,"Naktala, Garia",1,2,Bachelors,1
1,6000,300,2,Tiljala Road,1,1,Bachelors/Family,1
1,20000,700,1,Sankaritola,1,2,Bachelors/Family,1
3,12000,800,1,"Parnashree Lake, Behala",1,1,Bachelors/Family,2
3,15000,1600,1,Garia,1,1,Bachelors/Family,2
2,14000,1000,2,Kasba,1,1,Bachelors/Family,2
1,5000,20,1,Dakshineswar,1,1,Bachelors/Family,1
2,7000,400,2,chatana,1,1,Bachelors/Family,1
1,3900,200,1,Shyam Bazar,1,2,Bachelors/Family,1
3,14000,840,2,Mukundapur,1,1,Bachelors,2
1,6300,300,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
2,13000,550,2,Salt Lake City Sector 5,1,2,Bachelors/Family,2
1,6800,300,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
2,8000,800,1,Behala Chowrasta,1,1,Bachelors/Family,2
2,10000,740,2,Sonarpur,1,1,Bachelors,1
2,18000,1300,1,Santoshpur,1,1,Bachelors/Family,2
2,8000,650,1,"Garia Station, Garia",1,2,Bachelors/Family,1
2,8000,490,1,Entally,1,2,Bachelors/Family,1
1,4700,250,1,Kaikhali,1,2,Bachelors/Family,1
1,4700,250,1,"Dash Drone, Rajarhat Newtown",1,2,Bachelors/Family,1
1,4500,450,1,"Rabindra Pally, Keshtopur",1,1,Bachelors/Family,1
1,6000,300,2,Salt Lake City Sector 1,1,2,Bachelors/Family,1
2,16000,750,1,"Rajdanga Gardens, Kasba",1,1,Bachelors/Family,2
1,4700,250,1,Kaikhali,1,2,Bachelors/Family,1
2,14000,751,2,Baghajatin,1,1,Bachelors,1
2,9000,900,2,Lake Town,1,2,Bachelors,1
2,5000,400,2,Keshtopur,1,2,Bachelors/Family,1
2,17500,1000,2,Salt Lake City,1,2,Bachelors/Family,2
2,8500,1000,2,South Baksara,1,1,Bachelors/Family,1
3,15000,1500,2,"Chandannagar, Hooghly-Chinsurah",1,2,Family,2
2,12500,750,2,"Sukhpally, Haltu",1,1,Bachelors/Family,2
1,13000,1200,1,Kasba,1,2,Bachelors/Family,1
2,8000,700,1,"Sakher Bazar, Purba Barisha",1,1,Bachelors/Family,1
2,8000,700,2,Garia Dhalua Nabapally,1,2,Bachelors/Family,1
2,8000,1000,1,"Chinar Park, Rajarhat",1,2,Bachelors/Family,1
2,7000,1200,1,Konnagar,1,1,Bachelors/Family,2
2,2200,550,1,Behala silpara,1,2,Bachelors/Family,1
2,8000,800,2,Vip Road,1,1,Bachelors,1
2,5500,280,1,New Barrakpur,1,1,Bachelors,1
3,20000,1100,1,"Thakurpukur, Kolkata",1,1,Bachelors/Family,3
2,7000,950,1,Kaikhali,1,1,Bachelors/Family,1
1,3500,250,1,"Phool Bagan, Kankurgachi",1,2,Bachelors/Family,1
2,5000,1000,2,Hindmotor,1,1,Bachelors,1
3,20000,1000,2,Salt Lake City Sector 1,1,2,Bachelors/Family,2
2,7000,650,1,Howrah,1,1,Bachelors/Family,1
2,10000,700,1,Benia Pukur,1,1,Bachelors/Family,2
2,7000,700,2,Baguiati,1,1,Bachelors,1
3,12000,1000,1,E M Bypass,1,2,Bachelors/Family,2
2,14500,900,2,"Panchanan Tola, Thakurpukur",1,1,Bachelors,2
1,6000,700,1,"VIP Nagar, E M Bypass",1,1,Bachelors/Family,1
2,9500,700,1,Jadavpur,1,1,Bachelors/Family,2
2,10000,450,2,Behala,1,2,Bachelors/Family,2
1,3500,120,1,Dum Dum Cantonment,1,1,Bachelors/Family,1
2,9000,800,1,"New Garia, Garia",1,2,Bachelors/Family,2
3,40000,1220,2,Salt Lake City Sector 3,1,1,Bachelors/Family,2
3,16500,1100,1,Mominpur,1,1,Bachelors/Family,1
3,8000,700,2,"Halisahar Station Road, Kanchrapara",1,1,Family,2
2,12000,800,1,Santoshpur,1,2,Bachelors/Family,1
2,6500,670,1,"Dunlop, Dakshineswar, Belgharia Expressway",1,1,Family,1
4,40000,1300,1,Ballygunge,1,1,Bachelors/Family,3
1,5000,190,1,Baguihati,1,2,Bachelors/Family,1
2,9000,700,1,Kabardanga,1,2,Bachelors/Family,1
1,7000,240,2,Jadavpur,1,1,Bachelors,1
2,18000,850,2,Behala Chowrasta,1,2,Family,1
1,9000,950,1,Haltu,1,1,Bachelors/Family,2
1,5500,450,2,Botanical Garden Area,1,2,Bachelors/Family,1
2,7500,800,2,Bonhooghly,1,1,Bachelors,1
2,4000,600,2,Nilgung Old Bazar,1,1,Bachelors/Family,1
3,10500,800,2,"Teghoria, Baguiati",1,1,Bachelors,2
3,15000,1100,2,Survey Park,1,1,Bachelors/Family,2
2,15000,800,2,Baguiati,1,2,Bachelors/Family,1
1,50000,2200,1,Kanchrapara,1,2,Bachelors/Family,3
2,12000,950,2,"Jote Shibrampur, Joth Shibrampur",1,1,Bachelors,2
2,11000,550,2,Ultadanga,1,1,Bachelors/Family,1
2,12000,1800,2,Birati,1,1,Bachelors,2
2,8000,1000,1,"Chinar Park, Rajarhat",1,2,Bachelors/Family,1
2,18000,600,1,Bagha Jatin Pally,1,2,Bachelors/Family,2
2,8000,750,2,rishi aurobindo sarani neat NIOH hospital,1,2,Bachelors/Family,2
2,7000,685,1,Dum Dum Metro,1,1,Bachelors/Family,1
1,6500,44,2,Baranagar,1,2,Bachelors/Family,1
4,13000,1200,2,Tollygunge,1,1,Bachelors/Family,1
2,9000,500,2,Airport Near Gate No. 21/2,1,1,Bachelors,1
4,10000,1110,2,Purbasa,1,1,Bachelors/Family,2
2,12000,1000,1,Jadavpur,1,1,Bachelors/Family,2
2,5000,392,1,Jadavpur,1,1,Bachelors/Family,1
2,6000,700,1,Barasat-Barrackpore Road,1,1,Bachelors/Family,1
1,5200,750,1,Keshtopur,1,1,Bachelors/Family,1
3,15000,1500,1,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",1,1,Family,2
2,9000,900,1,Keshtopur,1,1,Bachelors/Family,2
1,24000,710,1,Salt Lake City Sector 1,1,2,Bachelors,1
1,5500,400,2,jadavpur central park east,1,1,Bachelors/Family,1
1,10000,700,2,Garia,1,1,Bachelors,1
2,15000,1000,2,Tn Chatterjee Street,1,2,Bachelors/Family,1
1,4700,250,1,Kaikhali,1,2,Bachelors/Family,1
1,5000,500,2,Bata Nagar,1,2,Bachelors/Family,1
2,5000,450,2,Birati,1,2,Bachelors/Family,1
3,15000,1400,1,Survey Park,1,1,Bachelors/Family,1
1,5000,500,2,Bata Nagar,1,2,Bachelors/Family,1
2,6000,700,2,Hatiara Extention,1,1,Bachelors/Family,1
3,18000,1200,2,Salt Lake City Sector 1,1,2,Bachelors/Family,1
2,8000,450,2,Andul,1,1,Bachelors,1
1,13000,500,2,Salt Lake City Sector 2,1,2,Bachelors,1
2,7500,400,2,locality,1,1,Bachelors/Family,1
3,12000,1000,1,Khardah,1,1,Bachelors/Family,2
2,11000,750,2,Parnasree Pally,1,1,Bachelors,1
1,6000,450,1,Baghajatin,1,1,Family,1
3,20000,1000,2,Salt Lake City Sector 3,1,1,Bachelors,2
2,7000,500,2,sarsuna banerjee para,1,1,Bachelors,2
4,30000,1600,2,Salt Lake City Sector 3,1,1,Bachelors,2
2,7500,550,2,Near Seven Tanks Road Dumdum Station,1,1,Bachelors,1
1,6500,550,1,Jyangra,1,1,Bachelors/Family,2
1,3000,200,1,Barasat,1,1,Bachelors/Family,1
2,5200,650,2,Sukchar,1,1,Bachelors,1
2,25000,1000,1,"Tagore Park, Kasba",1,2,Bachelors/Family,2
2,12500,680,2,Barrackpore,1,1,Bachelors/Family,2
2,8500,720,2,"Silpara, Purba Barisha",1,1,Bachelors/Family,2
2,3500,500,2,Konnagar,1,1,Bachelors,1
2,7000,800,1,Madhyam Gram,1,1,Bachelors/Family,1
1,3000,160,1,"Kudghat, Ashok Nagar",1,1,Bachelors/Family,1
2,14000,1200,2,Salt Lake City Sector 5,1,1,Bachelors/Family,2
1,18000,700,1,Salt Lake City Sector 3,1,2,Bachelors/Family,1
1,3500,1000,1,Dum Dum Cantonment,1,2,Bachelors/Family,1
2,16000,1250,1,Kasba,1,1,Bachelors/Family,2
4,35000,1600,1,Salt Lake City,1,1,Bachelors/Family,3
2,21000,700,1,Lake Gardens,1,2,Bachelors/Family,1
1,4500,450,1,"Silpara, Purba Barisha",1,1,Bachelors/Family,1
2,15000,839,1,Howrah,1,2,Bachelors/Family,2
1,4500,230,1,Birati,1,1,Bachelors/Family,1
1,5500,1800,1,Baranagar,1,1,Bachelors/Family,1
2,8500,800,1,Baguihati,1,1,Bachelors/Family,2
1,5000,500,2,BRAHMAPUR NEAR BANSDRONI,1,2,Bachelors/Family,1
2,8500,620,2,Kasba,1,1,Bachelors,1
2,9000,650,2,tollygunge Kabardanga,1,1,Bachelors/Family,1
1,7500,550,1,"Naktala, Garia",1,2,Bachelors/Family,1
2,7000,450,2,safuipara,1,2,Bachelors,2
3,15000,1350,2,"Annapurna Apartment, Rajarhat Chowmatha",1,1,Family,2
2,7000,600,1,"Park Circus, Ballygunge",1,2,Bachelors/Family,2
3,10000,1200,1,Belghoria,1,2,Bachelors/Family,1
2,7000,700,1,"Haridevpur, Paschim Putiary",1,1,Bachelors/Family,1
3,3200,800,2,Bhawanipur,1,2,Bachelors/Family,2
2,6000,600,2,Santoshpur,1,2,Bachelors/Family,1
2,12000,900,1,Tollygunge,1,1,Bachelors/Family,2
2,6000,750,1,Behala,1,1,Bachelors/Family,1
3,10000,1250,1,Jaffarpore Rifle Range Road,1,1,Bachelors/Family,2
3,12000,1000,1,Dariya,1,2,Bachelors/Family,3
2,8000,600,1,Howrah,1,2,Bachelors/Family,1
2,5300,650,2,Sodepur,1,1,Bachelors/Family,1
2,5000,450,2,Liluah,1,1,Bachelors,1
3,8500,800,1,Near DumDum Metro,1,1,Bachelors/Family,2
3,22000,1000,2,"Sukanta Nagar, New Barrakpur",1,2,Bachelors/Family,2
2,7000,1000,1,"Kumarpara, Narendrapur",1,1,Bachelors/Family,1
3,25000,1400,2,Salt Lake City,1,2,Bachelors,3
2,7000,600,2,Barrackpore,1,2,Bachelors,1
2,15000,723,2,Narendrapur,1,2,Family,1
1,6000,320,2,Sahid Nagar,1,1,Bachelors/Family,1
2,8000,900,1,Belghoria,1,2,Bachelors/Family,1
3,40000,1400,2,Salt Lake City Sector 2,1,2,Bachelors/Family,2
1,6000,2160,1,Kasba,1,2,Bachelors,1
2,15000,650,2,kasba bosepukur,1,2,Bachelors/Family,1
2,6500,800,1,Kanchrapara,1,2,Bachelors/Family,1
3,8000,800,1,Bansdroni,1,2,Bachelors/Family,1
1,5500,500,2,"Garia Station, Garia",1,1,Bachelors/Family,1
3,9000,1700,1,Panchanantala Road,1,2,Bachelors/Family,2
1,6000,130,2,Bow Bazar,1,2,Bachelors/Family,1
1,15000,505,1,Kasba,1,2,Bachelors/Family,1
4,30000,4000,1,"Sakher Bazar, Purba Barisha",1,2,Bachelors/Family,3
3,30000,1250,1,New Alipore,1,1,Bachelors/Family,2
1,5000,700,2,My Own House,1,1,Bachelors/Family,1
2,15000,900,1,"Park Circus, Ballygunge",1,1,Bachelors,1
1,6500,650,1,Joka,1,2,Bachelors/Family,1
2,4500,750,1,Azadgarh,1,2,Bachelors/Family,1
2,7000,450,2,Mandirtala,1,1,Bachelors/Family,1
1,6500,350,2,Dhakuria,1,2,Bachelors/Family,1
1,17500,480,2,Rabindra Sarovar Metro,1,2,Bachelors,2
2,10000,900,1,Garia,1,1,Bachelors/Family,1
1,1500,200,1,Santoshpur,1,2,Bachelors/Family,1
3,25000,1100,1,"Regent Estate, Bijoygarh",1,1,Bachelors/Family,3
2,12000,800,2,Kasba,1,1,Bachelors/Family,1
3,7500,1000,2,south station pally dankuni,1,2,Bachelors/Family,2
1,7000,800,2,Kumargali,1,1,Bachelors/Family,1
1,3500,200,1,Baguihati,1,2,Bachelors/Family,1
3,10000,1190,2,Sarsuna,1,1,Bachelors/Family,2
2,14000,900,2,Salt Lake City,1,1,Bachelors,2
2,15000,1500,1,Garia,1,1,Bachelors/Family,2
2,6500,600,1,Thakurpukur,1,1,Bachelors/Family,1
3,10000,800,1,Brahmapur,1,1,Bachelors/Family,1
2,10500,800,2,Santoshpur,1,1,Family,2
3,10000,900,2,Garia,1,2,Bachelors/Family,2
1,5000,350,2,Purba Barisha,1,2,Bachelors/Family,1
2,9000,800,2,Sodepur,1,1,Bachelors/Family,1
2,20000,1600,2,Jadavpur University,1,1,Bachelors,2
3,35000,1012,2,Salt Lake City Sector 1,1,2,Bachelors/Family,2
3,15000,1200,2,"Pathak Para, Behala",1,1,Bachelors,2
2,20000,700,1,Salt Lake City Sector 1,1,2,Bachelors/Family,1
2,12000,1000,1,Behala,1,2,Bachelors/Family,1
2,8000,800,2,Thakurpukur,1,1,Bachelors,1
1,3000,500,1,Hatiara,1,2,Bachelors/Family,1
3,20000,1200,2,"Haridevpur, Paschim Putiary",1,2,Bachelors,2
1,9000,450,2,Salt Lake City Sector 2,1,1,Bachelors,1
3,13000,950,2,"Rabindrapally, Garia",1,1,Bachelors/Family,2
1,7000,350,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
1,9000,450,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
1,9000,550,2,"Bangur Avenue, Lake Town",1,2,Bachelors,1
2,10000,300,2,Keshtopur,1,1,Bachelors,1
3,15000,1250,1,"Sakher Bazar, Purba Barisha",1,2,Bachelors/Family,2
2,7000,700,1,Garia,1,1,Bachelors/Family,1
3,8000,812,1,Hooghly,1,1,Bachelors/Family,2
2,8000,550,1,"Kalabagan, Tollygunge",1,1,Bachelors/Family,1
1,5000,500,1,Rishra,1,2,Bachelors/Family,1
1,14000,320,2,"Action Area 3, Rajarhat Newtown",1,2,Bachelors,1
2,5000,600,1,"Anandapuri, Barrackpore",1,1,Bachelors/Family,1
2,5000,420,2,Barasat,1,1,Bachelors,1
3,12000,1100,1,Rabindrapally Kestopur,1,1,Bachelors,1
1,3200,220,1,Sodepur,1,1,Bachelors/Family,1
2,8500,700,2,Nungi More,1,2,Bachelors/Family,2
3,16000,1200,2,"Baishnabghata, Garia",1,1,Bachelors/Family,2
2,14000,800,2,Santoshpur - EM Bypass,1,1,Bachelors/Family,2
1,8000,300,2,Bansdroni,1,2,Bachelors,1
2,7000,650,2,Baruipur,1,1,Bachelors/Family,1
1,8000,600,1,Garia,1,2,Bachelors/Family,1
1,3000,350,1,Belghoria,1,1,Bachelors/Family,1
1,3800,500,2,Nalta,1,1,Bachelors,1
1,6500,400,1,"Vivek Nagar, Garfa",1,1,Bachelors/Family,1
3,20000,1750,1,Kalindi,1,2,Bachelors/Family,3
3,30000,1600,1,Ballygunge,1,1,Bachelors/Family,2
1,8000,300,2,Salt Lake City Sector 5,1,2,Bachelors/Family,1
2,14000,1100,1,"Survey park, Santoshpur, kolkata",1,2,Bachelors/Family,2
2,7200,830,1,Sodepur,1,1,Bachelors/Family,1
2,7000,600,2,2 BHK,1,2,Bachelors/Family,2
1,7000,500,1,Baranagar,1,1,Bachelors,2
2,7500,900,2,Dum Dum Cantonment,1,1,Bachelors/Family,1
2,8500,1250,2,Barasat,1,1,Family,2
2,12000,700,2,Salt Lake City Sector 2,1,1,Bachelors,1
1,8500,850,2,Dakshineswar,1,1,Bachelors,2
2,9500,550,2,"Garia Station, Garia",1,1,Bachelors/Family,1
2,7500,550,2,"New Garia Metro, New Garia",1,2,Bachelors/Family,2
2,12000,1200,1,Hati Bagan - Bansdroni,1,1,Bachelors/Family,1
3,20000,1100,2,Salt Lake City Sector 2,1,1,Bachelors,2
2,8500,650,1,Howrah,1,2,Bachelors/Family,1
3,20000,1050,2,Salt Lake City Sector 2,1,1,Bachelors,2
2,6000,960,1,Dum Dum,1,2,Bachelors/Family,2
2,5500,650,2,Joka,1,1,Bachelors/Family,2
1,7000,550,1,Kasba,1,2,Bachelors/Family,1
2,7000,500,1,Dum Dum Metro,1,2,Bachelors/Family,2
1,6500,450,1,"Baishnabghata Patuli Township, Patuli",1,1,Family,1
2,10000,850,1,Agarpara,1,1,Bachelors,2
1,5200,300,2,Dum Dum,1,1,Bachelors/Family,1
2,13000,1000,2,"N.S.C Bose Road (Near Ushagate), New Alipore",1,2,Bachelors/Family,3
2,7000,500,2,Garia,1,1,Bachelors/Family,1
2,12000,756,2,Dashadron Newtown Rajarhat,1,2,Bachelors/Family,1
1,15000,1000,1,Barrackpore,1,1,Bachelors/Family,1
1,5000,150,2,Anandapur,1,1,Bachelors/Family,1
1,8000,800,2,New town near ecopark .,1,1,Bachelors,1
2,8000,700,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,2
1,5000,420,1,Em Bypass South East,1,1,Bachelors,1
2,10000,800,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,1
2,12000,288,2,Kasba,1,1,Bachelors,1
2,8000,900,1,"Teghoria, Baguiati",1,1,Bachelors/Family,2
2,21000,850,2,Salt Lake City Sector 2,1,1,Bachelors,2
1,5000,350,2,Thakurpukur,1,1,Bachelors,1
2,9000,600,1,Baghajatin,1,1,Bachelors/Family,1
2,8000,1600,2,Kalyani,1,2,Bachelors,1
2,7000,986,2,Pranthik Society Library Road Bhadreswar,1,1,Bachelors,1
3,35000,1330,2,Salt Lake City Sector 2,1,1,Bachelors,2
3,15000,1300,1,Lake Town,1,2,Bachelors/Family,2
2,6200,800,2,Kestopur,1,1,Bachelors,1
2,9900,800,2,Bijoygarh,1,1,Bachelors/Family,1
2,7000,850,1,Baranagar,1,1,Bachelors,1
1,5000,322,2,Dum Dum Metro,1,1,Bachelors/Family,1
2,6500,800,2,Agarpara,1,2,Bachelors/Family,1
4,40000,1500,2,Salt Lake City Sector 1,1,1,Bachelors,2
3,40000,3500,1,Salt Lake City,1,2,Bachelors/Family,2
2,12000,957,2,Dasnagar,1,2,Bachelors,2
1,6500,850,2,Baksara,1,1,Bachelors,1
2,10000,900,2,Birati,1,1,Bachelors,2
2,15000,600,1,Agarpara,1,2,Bachelors/Family,1
1,5000,350,2,Agarpara,1,2,Bachelors/Family,1
2,7000,800,1,Thakurpukur,1,1,Bachelors/Family,1
2,6000,320,2,"Baishnabghata Patuli, Patuli",1,1,Bachelors/Family,1
3,15000,800,2,Jyangra,1,1,Bachelors/Family,1
2,10000,700,2,Baghajatin,1,2,Bachelors,2
2,22000,1200,1,Salt Lake City Sector 1,1,2,Bachelors/Family,2
2,8500,750,2,Ramchandrapur north,1,2,Bachelors/Family,1
3,35000,1200,1,Salt Lake City Sector 1,1,2,Bachelors/Family,3
2,7000,450,2,"Gandhi Colony, Netaji Nagar",1,1,Bachelors/Family,1
3,8500,1430,1,Baguihati,1,2,Bachelors/Family,1
2,6000,450,1,Dum Dum Metro,1,1,Bachelors/Family,1
4,35000,800,1,Behala,1,2,Bachelors/Family,3
1,6000,400,1,Thakurpukur,1,1,Bachelors/Family,1
2,8000,650,1,"Garia Station, Garia",1,1,Bachelors/Family,1
1,5000,450,2,"Fartabad, Garia",1,1,Bachelors/Family,1
2,6000,600,1,Belgharia,1,1,Bachelors/Family,1
3,15000,1200,2,Lake Town,1,1,Family,2
2,9000,700,2,Baguiati,1,1,Bachelors,1
1,5000,300,2,Barrackpore,1,1,Bachelors,1
3,8000,1200,1,"Ramkrishna Pally, Kaikhali",1,1,Bachelors/Family,3
3,35000,1300,2,Salt Lake City Sector 2,1,1,Bachelors,2
1,5500,400,1,"Shyam Villa V, Dum Dum",1,1,Bachelors/Family,1
3,35000,1320,2,Salt Lake City Sector 1,1,1,Bachelors,2
2,11000,1000,1,"Anandapuri, Barrackpore",1,2,Bachelors/Family,2
2,10000,700,2,"Sarat Ghosh Garden, Dhakuria",1,1,Bachelors,1
2,6500,800,2,locality,1,1,Bachelors/Family,2
2,6000,900,1,Baguiati,1,2,Bachelors/Family,1
3,36125,1700,1,Salt Lake City,1,1,Bachelors/Family,2
2,6800,600,2,Purba Putiary,1,1,Bachelors,1
2,8500,850,2,Barasat,1,1,Family,2
2,5000,550,2,Birati,1,1,Bachelors,1
1,6500,650,2,"Garia Station, Garia",1,2,Bachelors/Family,1
1,6500,800,2,Santragachi,1,1,Bachelors/Family,1
2,4500,475,1,Birati,1,1,Bachelors/Family,1
1,6000,200,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
1,10000,400,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
